"Age","MonthlySalary","TotalAsset","TotalRequired","NumberInstallments","Risk"
9,12842,497643,281468,16,100
55,17248,194784,74012,149,17.6190476190476
5,399,603440,213274,199,100
6,11238,344694,320555,174,100
98,16874,992763,200447,19,100
10,8742,921112,208807,339,100
98,3585,837378,322758,48,100
55,6109,599981,383977,91,100
87,10122,849702,29206,19,44.2408767930921
10,18667,842855,91841,194,100
100,11646,875105,253047,145,100
63,9492,204835,165795,279,21.4285714285714
66,14512,268700,219396,186,22.8571428571429
33,12254,349148,8549,303,7.14285714285715
39,1964,60728,211034,134,100
69,8391,199800,27085,218,24.2857142857143
23,17137,582151,252852,296,2.38095238095237
15,6602,29203,186711,17,100
17,15752,264379,387519,258,100
52,8671,812810,267637,340,16.1904761904762
2,1969,176064,192331,247,100
60,19171,710458,151203,334,20
83,7919,29087,66756,146,49.761676496352
50,19161,326082,172556,25,100
95,8583,106412,247606,242,100
49,964,343571,109058,226,100
32,12240,917566,334948,241,10.643801425893
73,16025,649082,21121,199,26.1904761904762
22,11099,818735,84121,271,1.90476190476191
67,12830,781153,50906,333,23.3333333333333
95,12022,96237,265028,131,100
22,1302,738636,239638,2,100
79,18913,180587,118888,103,29.0476190476191
52,9302,681850,115045,83,27.1538383531082
34,17769,344715,17072,276,7.61904761904761
23,9629,992873,116697,18,100
59,17668,79109,155865,270,35.9388695650845
22,17994,797501,218118,240,1.90476190476191
3,11463,400276,265395,302,100
37,14509,799443,330800,222,9.92430183681695
21,15002,319695,340790,174,11.2929258208169
18,12017,905422,259260,162,100
3,7668,568556,223130,151,100
4,5852,139178,8042,139,100
20,4703,618444,290258,268,19.8111893228651
60,2603,59687,275866,197,100
16,3264,338971,334378,125,100
99,12607,567935,93045,8,100
66,19487,162815,53942,152,22.8571428571429
19,12583,114141,364391,213,32.184172652845
39,8037,851916,343387,127,100
16,9100,220753,108186,351,100
24,9429,423252,267049,151,18.4187189474234
42,6536,393382,275440,125,100
83,6249,521378,88373,256,30.9523809523809
100,10284,205527,325706,172,100
21,18625,516898,213768,278,1.42857142857143
26,8631,639313,292467,244,13.1405594477326
14,4612,785574,258593,327,100
94,16643,561433,129791,148,100
88,18178,129267,143617,265,100
22,16885,447658,165523,282,1.90476190476191
4,5751,367372,65751,64,100
32,11915,982399,171548,214,6.66666666666667
67,10259,872305,253795,226,26.2151342619043
92,8116,971568,207273,221,100
50,10396,265115,56641,161,15.2380952380952
52,204,551512,370150,200,100
59,13180,49198,261907,351,46.5956327282294
70,9896,553598,270595,30,100
33,9817,123035,125030,327,7.67472949349299
45,12694,512101,42264,204,12.8571428571428
61,16689,814239,204727,314,20.4761904761905
27,1314,726187,120755,170,100
97,499,959613,119316,353,100
19,5921,613155,126950,237,0.476190476190482
31,8782,558668,328159,286,14.0112581894462
36,15739,325466,288798,91,25.3736109503462
17,5079,103974,6376,269,100
97,11231,883115,374523,348,100
61,2338,93575,304426,227,100
51,6136,140336,84734,238,15.7142857142857
91,16735,2646,300087,20,100
32,1661,396788,324269,221,100
19,17645,406877,350814,30,100
8,1193,92717,268839,238,100
36,10222,12896,341266,330,41.0299799653559
1,12296,930662,372891,268,100
92,10515,510213,137901,140,100
41,17918,425877,165039,311,10.952380952381
15,4852,969520,212257,228,100
17,11059,675969,363170,171,100
45,14672,317987,142167,49,29.3340561586357
93,7032,138153,247807,113,100
2,13167,548308,223877,11,100
25,17992,224711,35309,187,3.33333333333333
22,4799,604802,287189,127,100
94,2471,501894,217155,145,100
92,18985,289982,323890,192,100
56,14701,223213,37716,102,18.0952380952381
24,10764,285106,312582,277,7.32479187937275
83,14384,954726,252372,83,48.5170341891373
59,5138,646079,331424,121,100
100,5036,731889,133916,67,100
7,18352,346117,140028,115,100
36,6957,28592,220461,158,54.2952225002111
89,16287,734685,118786,99,100
29,2130,534396,151120,91,100
83,4003,795880,244733,22,100
33,17512,569305,70277,131,7.14285714285715
86,3572,897559,353560,249,100
95,8700,303732,385119,158,100
25,2162,370621,113260,63,100
81,4405,23103,63003,234,51.1101058679745
45,7712,800208,46067,257,12.8571428571428
60,17168,13279,296222,337,51.8390711470901
83,5654,489794,17487,107,30.9523809523809
82,18881,48574,167025,41,71.9996949415899
20,294,564997,252672,344,100
40,15074,815944,78563,292,10.4761904761905
46,11105,508797,271591,66,100
16,12923,928921,183614,273,100
90,267,998750,174726,244,100
81,13074,92746,171437,274,45.3002755142317
76,1909,670722,284031,276,100
27,7954,842620,266536,118,100
66,4028,79986,35133,110,22.8571428571429
34,17530,789253,275041,59,100
94,19402,45424,102158,110,100
69,8062,254590,165802,28,100
48,5862,355802,267162,230,30.7970444898601
19,11944,830746,391098,71,100
82,611,472818,301417,274,100
31,12871,603368,42317,322,6.19047619047619
74,18676,638944,4315,99,26.6666666666667
33,6919,482829,296926,352,13.135057219644
72,18763,282580,90625,268,25.7142857142857
47,19317,111633,301000,157,34.7803986710963
77,6309,94532,260434,7,100
35,18870,819227,97905,173,8.09523809523809
55,8644,439047,212028,197,24.1812626724054
18,7897,660782,35984,292,100
58,13142,727187,396326,92,100
90,3713,405602,194941,183,100
80,6915,986072,253967,55,100
8,985,622752,211628,175,100
23,14985,560876,42101,160,2.38095238095237
88,18178,637721,351281,128,100
54,2663,525801,389168,134,100
63,18208,472709,16055,308,21.4285714285714
93,16525,601778,270426,31,100
6,17542,990949,103897,14,100
76,15413,423196,33810,79,27.6190476190476
86,14736,573043,71113,132,32.3809523809524
54,4977,960896,243492,2,100
71,8038,153625,235438,10,100
91,6201,366621,343406,29,100
15,8576,133125,316306,202,100
21,4180,952840,19293,212,1.42857142857143
56,8849,88791,193187,354,36.1081823754778
33,9678,968801,38562,168,7.14285714285715
68,424,692674,90696,350,100
76,6460,414787,13474,7,100
46,9068,931342,284471,314,13.3333333333333
72,7397,841424,24772,271,25.7142857142857
46,3692,561178,358842,224,100
72,4680,622047,51668,168,25.7142857142857
51,4530,459876,389811,348,35.5672400947419
82,54,484033,269689,185,100
78,16976,672867,194510,206,28.5714285714286
46,6307,699354,146891,188,19.7597311385086
14,16690,673007,297185,334,100
50,1675,137884,166788,5,100
79,9060,989907,203921,103,47.1270059997557
31,11108,628775,276509,191,13.9474509483804
82,12145,261443,372149,192,52.8391866596188
56,8776,768020,388630,315,27.7175866873008
44,5316,301919,38049,110,12.3809523809524
48,2316,618411,274441,270,100
48,10787,463367,263427,59,100
83,7886,141819,144851,184,31.6501094227862
88,12805,922878,99250,158,100
81,6591,337429,109032,154,32.3022598870057
7,1227,282357,74604,75,100
90,835,928248,342354,92,100
78,12184,588209,107897,304,28.5714285714286
83,17276,90100,42297,208,30.9523809523809
79,17185,808082,202850,89,37.2480134277029
79,3225,408833,268171,206,100
74,139,731051,294825,226,100
50,13793,594074,129783,69,24.127626224434
61,9636,106834,150000,130,35.5646349206349
46,17678,176613,318001,148,34.0622618587153
85,19547,120287,240866,56,66.776405612605
45,7024,762214,27550,263,12.8571428571428
58,18970,215932,21099,232,19.0476190476191
83,11476,185206,1982,337,30.9523809523809
99,19168,579801,146522,25,100
21,10486,291649,293157,270,2.74106496161573
86,1567,164347,31035,291,32.3809523809524
89,2881,202947,210464,245,100
99,1130,890313,86012,57,100
3,3957,310915,378898,240,100
2,3278,38333,244401,211,100
94,4462,902123,342854,177,100
55,19178,270485,176414,212,17.6190476190476
52,10854,809735,246922,282,16.1904761904762
63,1048,826443,391768,180,100
80,15458,499311,21208,5,100
29,1341,535696,172946,168,100
7,4584,356303,385878,102,100
27,11141,274726,50211,3,100
15,4829,805861,210775,58,100
43,11291,838965,92938,169,11.9047619047619
90,239,424693,206159,340,100
55,5187,280519,34769,283,17.6190476190476
70,5036,355971,345649,43,100
91,19591,203157,100389,5,100
45,6517,671322,13892,353,12.8571428571428
18,14378,521697,86469,142,100
92,7587,963802,234992,82,100
84,19807,749843,84892,182,31.4285714285714
49,18447,384720,153970,129,14.7619047619048
39,19575,494599,53589,35,10
4,7112,979618,107299,296,100
85,18299,384992,116439,231,31.9047619047619
48,7861,862353,310337,143,100
97,17512,732004,192149,39,100
8,15009,19831,125223,266,100
35,13783,139283,329286,1,100
66,11771,276094,247250,167,29.6888651355385
15,10715,42027,137937,167,100
98,1635,125463,143628,249,100
3,15830,33937,165154,345,100
4,8630,914826,376594,338,100
69,1921,626558,126855,321,41.415744635326
56,7482,132909,373190,84,100
95,19785,946653,180811,234,100
2,18288,109881,371645,277,100
69,18188,670127,318993,263,24.2857142857143
74,17768,501903,33715,273,26.6666666666667
80,12366,595888,18218,236,29.5238095238095
100,1979,819184,66079,242,100
42,17413,455832,136366,49,23.9053618308711
69,9591,216543,78178,252,24.2857142857143
64,16675,570574,276477,113,32.5204128751259
60,3032,510096,333970,239,100
19,9818,822969,75648,15,100
70,9602,904595,287900,47,100
12,18430,156891,300137,43,100
47,8442,488862,214844,243,15.3150192697958
45,12109,908623,398295,115,100
32,4962,466704,217673,20,100
19,10376,82026,50408,244,0.476190476190482
35,14245,45357,137494,89,33.0297806934606
44,12756,855932,384259,170,26.9030151910189
87,13126,14765,136051,135,62.5729602099493
67,19377,572734,345562,190,23.3333333333333
46,18254,628760,301773,171,13.3333333333333
94,7532,335674,105296,298,100
75,17116,388473,180390,140,27.1428571428572
91,17920,158632,300171,319,100
49,5227,328987,301234,132,100
79,14583,338273,231593,352,29.0476190476191
67,19187,346670,206461,282,23.3333333333333
92,15677,222511,177881,265,100
38,15692,737846,240297,73,26.966862634474
92,6582,161160,354639,205,100
24,845,273050,286660,342,100
55,14673,433366,47206,32,17.7972735507795
76,10349,400739,391723,295,34.973521741493
61,9204,397249,160604,187,20.4761904761905
27,11985,137323,21946,292,4.28571428571429
87,2713,839085,306567,315,100
33,14474,404431,173882,316,7.14285714285715
56,693,355933,273327,38,100
25,2910,535503,96255,296,6.83756687964262
96,17088,227719,393423,320,100
44,12401,391936,303328,131,27.8619828166523
69,224,216005,159043,15,100
20,9513,582761,198295,313,0.952380952380963
86,16494,181844,143457,118,32.3809523809524
31,15270,46797,166719,268,30.1673474528998
18,8399,501248,53587,44,100
86,8942,658112,126526,343,32.3809523809524
42,18112,129083,377541,151,42.5517077237023
26,12789,909417,195361,198,3.80952380952381
96,18120,438601,115482,298,100
27,18389,299617,61367,327,4.28571428571429
90,10002,391637,398404,328,100
41,12928,611173,268525,161,18.4481696747221
93,17085,783122,112409,203,100
32,8898,873459,59204,235,6.66666666666667
5,5417,709312,298184,343,100
29,6271,833303,18986,27,8.84478788882033
52,8211,425988,101312,13,100
94,3160,915934,270346,115,100
4,12858,241091,177369,75,100
98,4630,569264,233053,234,100
57,11111,295872,292435,127,35.8203100892587
84,9074,182979,298656,181,59.3418004724658
61,10261,159240,309246,275,39.5628830553454
50,16954,972744,181211,64,28.61208099687
62,13932,2943,33648,190,51.3702363969839
3,106,300924,269831,10,100
42,7603,950175,308471,257,23.6473213272653
15,19662,939368,368696,286,100
61,880,714678,162725,38,100
53,4883,353381,374159,262,100
23,5028,217398,291389,79,100
16,10819,159241,112467,286,100
34,17152,611961,156149,147,7.61904761904761
76,3079,212622,216757,120,100
37,18425,472564,21954,283,9.04761904761905
54,5664,863495,272358,243,33.6313024978678
35,4291,436784,349942,256,100
94,14405,772722,396750,254,100
39,18642,885911,101352,23,29.2317862499013
49,3962,29772,295636,57,100
26,3682,458626,761,251,3.80952380952381
7,11844,666427,52866,45,100
42,1719,756146,280189,11,100
99,2807,66669,257069,260,100
84,19700,210887,261378,266,37.8676494432985
54,401,105697,77176,53,100
11,16183,908201,77862,331,100
40,3021,514723,133066,240,25.6471081661589
16,14760,892525,282374,50,100
11,1101,64558,360942,8,100
89,19857,546020,330192,247,100
95,12109,593994,323714,243,100
32,5536,496604,66297,276,6.66666666666667
50,9924,386,187685,232,48.502873989727
36,2188,921424,361748,146,100
93,7357,838269,396623,356,100
22,17846,646237,26386,116,1.90476190476191
73,19876,323364,52932,228,26.1904761904762
75,8803,146447,202286,234,36.3441859545396
66,19728,124934,126348,17,100
17,7908,527672,247078,66,100
77,10468,213680,290529,236,41.9014559484186
87,10099,701994,47246,253,32.8571428571428
58,9351,606590,22711,260,19.0476190476191
100,4984,538629,59229,247,100
16,7608,766543,348965,316,100
18,8533,513818,291569,330,100
96,16986,659322,292821,350,100
88,7333,315968,68693,106,100
32,17528,800920,187990,146,6.66666666666667
90,820,359528,384546,253,100
67,3235,870048,165126,132,100
82,8466,771195,17033,3,100
65,7801,283677,254747,139,41.5258425399467
1,6660,901740,251400,360,100
7,6353,323845,256580,295,100
29,2479,779228,334939,165,100
14,5659,374956,188038,224,100
49,5954,60181,339483,95,100
7,18929,514338,75915,345,100
25,12407,573165,299008,44,100
87,10293,145675,225338,183,50.111090260599
32,6352,577097,67766,7,100
45,13893,253239,208152,242,12.8571428571428
2,7070,288724,116004,81,100
7,13377,259285,288892,129,100
84,5649,503873,260879,124,100
90,19787,848040,53049,266,100
83,11131,603498,27789,149,30.9523809523809
8,2731,847064,392142,136,100
81,10094,93966,19976,329,30
93,2950,318355,102826,53,100
74,16716,508548,194124,316,26.6666666666667
14,14510,235385,328390,132,100
91,1293,359066,295809,105,100
69,7988,972392,256263,125,100
11,5797,576154,77778,193,100
65,19243,205855,125044,300,22.3809523809524
3,2275,2948,324709,32,100
39,18756,364939,121711,206,10
89,6299,964279,236764,118,100
2,11759,128961,372942,310,100
46,7024,217402,249399,48,100
94,15673,624622,295346,312,100
70,754,77379,5599,261,24.7619047619048
78,13971,951950,24789,163,28.5714285714286
8,2471,196702,357490,267,100
45,16242,246117,115710,117,12.8571428571428
57,14911,455629,262252,219,18.5714285714286
5,6863,571130,20551,131,100
81,17585,753541,169944,172,30
100,3275,703081,372282,257,100
23,5559,137100,53196,328,2.38095238095237
91,7580,963239,86220,279,100
15,964,992692,302086,26,100
33,5114,238069,24283,226,7.14285714285715
32,611,481253,110708,25,100
25,5794,65179,141876,247,21.3530594791696
97,1775,182262,289395,248,100
32,5104,384254,185441,44,100
58,974,976920,51393,328,31.6601019408795
95,4691,545397,64884,109,100
17,9467,30246,237359,181,100
88,10910,223562,289228,168,100
87,10662,76201,159914,210,50.3067303437502
74,163,300519,162105,111,100
53,3560,50575,5223,26,16.6666666666667
36,17078,778412,193376,161,8.57142857142857
22,16851,449309,267423,182,1.90476190476191
33,64,109946,107373,185,100
45,8760,706236,345694,180,30.9862782582008
50,6799,886755,321554,123,100
1,3188,336242,152792,119,100
52,18271,587196,228097,245,16.1904761904762
57,5021,219715,148057,358,18.5714285714286
15,10002,426663,366058,340,100
49,894,691828,77747,294,100
85,7014,52517,341126,61,100
47,5113,14152,151778,7,100
46,7284,977359,147201,109,28.6877127193429
40,17277,328966,239697,17,100
71,4283,382207,39904,313,25.2380952380952
95,4460,853033,290666,222,100
6,3869,884495,214528,59,100
18,4528,310014,12679,202,100
42,11717,917985,355507,286,13.341407650268
88,10495,62334,347123,200,100
35,8936,351993,303850,70,100
77,14285,506266,390338,104,100
97,2789,114072,176865,164,100
65,15729,425777,82665,288,22.3809523809524
33,17024,877773,184129,65,20.4438580715539
89,8446,838934,185725,88,100
14,12611,53849,75123,36,100
78,19326,765444,251092,296,28.5714285714286
31,2650,318511,190934,318,24.8119195513583
22,4167,647479,147000,37,100
50,17770,660532,130158,110,15.2380952380952
42,11044,59756,252324,12,100
37,5305,883335,90013,19,100
31,354,996991,268114,266,100
60,1530,559940,45610,258,24.4843966966309
61,1124,825946,298871,314,100
67,12186,476286,383222,279,27.0937820201693
34,4077,90383,67125,182,7.61904761904761
5,15067,592234,230494,349,100
96,12219,900840,116982,70,100
32,9042,267557,158154,145,12.3668070361799
91,6755,800706,360171,301,100
47,15109,991770,202246,76,28.2173242110151
100,3435,515343,116524,45,100
6,914,340125,226049,319,100
64,6769,755044,302584,348,29.2881441501329
79,18033,926599,140596,64,35.0185807629832
77,3789,355104,348002,21,100
68,12669,44395,9958,143,23.8095238095238
95,907,354672,104960,69,100
5,11239,155985,175421,10,100
5,15193,637113,365120,345,100
73,5040,129275,253458,188,100
45,13663,442658,399497,146,29.5462293834497
23,10553,858697,186757,216,2.38095238095237
44,15166,301619,324329,50,100
68,8116,704404,341294,324,31.4603663870865
96,11408,221183,173362,74,100
52,4323,792583,396061,29,100
82,16443,361166,26504,282,30.4761904761905
49,9735,470757,262202,265,15.2989588906554
93,13294,475190,223447,305,100
78,10005,82746,131148,72,55.8978079291008
75,11620,914405,332865,229,33.8289511048738
48,13883,110837,183012,165,27.4314825049203
21,17922,507550,108313,182,1.42857142857143
7,15786,167242,199452,86,100
32,8900,565123,288341,312,7.89911944537891
33,4447,740624,138257,183,20.8557010977142
88,12544,968674,20432,137,100
13,4665,70706,70679,34,100
49,3460,603787,223900,257,100
84,5989,894292,14453,193,31.4285714285714
36,18316,571942,225603,80,20.2549315981318
